transaction_id,date,amount,category,description,income_level,monthly_income,age,existing_savings,debt_to_income,day_of_month,month,is_weekend,is_month_start,is_month_end,is_recurring,seasonal_multiplier,prev_month_expenses,prev_month_savings,expense_frequency,description_keywords
TXN_000614,2025-03-18,46.04,Others,others_transaction_614,High,11326.13,25,93920.69,0.2229,18,3,0,0,0,1,1.0,7079.19,4246.94,6,4
TXN_000615,2025-09-28,18.08,Food,food_transaction_615,Low,2390.51,45,9871.95,0.0372,28,9,1,0,1,1,1.0,992.58,1397.93,6,4
TXN_000616,2025-06-26,123.08,Shopping,shopping_transaction_616,Medium,5888.77,61,5266.94,0.232,26,6,0,0,1,0,1.1,4154.7,1734.08,5,8
TXN_000617,2025-11-26,396.82,Utilities,utilities_transaction_617,Low,1656.56,18,1027.05,0.1608,26,11,0,0,1,1,1.0,938.19,718.37,1,1
TXN_000618,2025-09-15,59.19,Others,others_transaction_618,Medium,4814.53,21,12076.13,0.0843,15,9,0,0,0,0,1.0,3408.31,1406.22,6,5
TXN_000619,2025-12-20,79.62,Entertainment,entertainment_transaction_619,Medium,5141.44,49,14616.66,0.0544,20,12,1,0,0,0,1.5,1792.13,3349.32,4,6
TXN_000620,2025-08-31,48.5,Transport,transport_transaction_620,Medium,4938.39,21,2645.12,0.0365,31,8,1,0,1,1,1.2,2049.14,2889.25,11,2
TXN_000621,2025-03-08,59.31,Entertainment,entertainment_transaction_621,Medium,4986.02,63,2750.24,0.1121,8,3,1,0,0,1,1.0,1943.2,3042.81,4,4
TXN_000622,2025-12-27,38.81,Transport,transport_transaction_622,Medium,4772.64,56,8572.66,0.271,5,12,1,1,0,1,0.8,3432.74,1339.9,13,2
TXN_000623,2025-04-10,196.61,Utilities,utilities_transaction_623,Low,1686.22,45,11747.31,0.1753,3,4,0,1,0,1,1.0,721.91,964.32,2,1
TXN_000624,2025-01-19,28.2,Food,food_transaction_624,Medium,5289.83,36,1008.23,0.0654,19,1,1,0,0,1,1.0,3455.72,1834.11,12,5
TXN_000625,2025-03-16,58.65,Others,others_transaction_625,Medium,4038.39,57,5311.31,0.0579,16,3,1,0,0,0,1.0,1050.76,2987.63,2,3
TXN_000626,2025-10-25,28.2,Food,food_transaction_626,Medium,4214.84,27,23607.83,0.1157,25,10,1,0,1,0,1.0,3026.81,1188.03,12,2
TXN_000627,2025-09-25,193.11,Utilities,utilities_transaction_627,Medium,4751.92,59,17724.86,0.0282,1,9,0,1,0,1,1.0,2196.82,2555.1,2,1
TXN_000628,2025-05-13,82.68,Shopping,shopping_transaction_628,Medium,4746.95,61,9773.69,0.2647,13,5,0,0,0,1,1.0,2488.45,2258.5,5,6
TXN_000629,2025-01-07,35.67,Others,others_transaction_629,Medium,5283.25,25,14990.86,0.0588,7,1,0,0,0,0,1.0,1840.7,3442.55,8,2
TXN_000630,2025-02-19,44.48,Transport,transport_transaction_630,Medium,4712.41,64,1739.89,0.0745,19,2,0,0,0,1,1.0,2301.39,2411.02,8,3
TXN_000631,2025-05-31,168.05,Shopping,shopping_transaction_631,Medium,4841.63,26,2032.51,0.2411,31,5,1,0,1,0,1.0,2954.83,1886.8,3,7
TXN_000632,2025-10-29,49.63,Others,others_transaction_632,Low,2021.25,52,933.98,0.1696,29,10,0,0,1,1,1.0,1332.63,688.63,6,1
TXN_000633,2025-09-20,31.14,Others,others_transaction_633,Low,1959.06,55,1047.25,0.2362,20,9,1,0,0,0,1.0,1314.17,644.89,2,2
TXN_000634,2025-09-05,41.09,Others,others_transaction_634,Low,2259.74,59,1340.96,0.1082,4,9,0,1,0,0,1.0,611.56,1648.17,7,2
TXN_000635,2025-04-13,30.92,Transport,transport_transaction_635,Medium,5143.13,30,34449.37,0.1866,1,4,1,1,0,1,1.0,3258.39,1884.73,12,3
TXN_000636,2025-06-28,188.39,Shopping,shopping_transaction_636,Low,1928.77,53,14041.56,0.3493,28,6,1,0,1,1,1.1,447.7,1481.08,2,4
TXN_000637,2025-10-10,75.71,Entertainment,entertainment_transaction_637,High,9722.93,24,2730.76,0.0538,27,10,0,0,1,0,1.0,6459.09,3263.83,4,3
TXN_000638,2025-10-16,60.01,Others,others_transaction_638,High,9483.47,57,21012.02,0.0638,16,10,0,0,0,0,1.0,2529.87,6953.6,4,5
TXN_000639,2025-01-01,24.74,Food,food_transaction_639,Low,2420.54,25,1415.38,0.1239,1,1,0,1,0,1,1.0,1223.18,1197.36,8,3
TXN_000640,2025-01-03,432.83,Education,education_transaction_640,Low,2089.43,46,5057.94,0.4036,3,1,0,1,0,1,1.0,1071.11,1018.32,4,6
TXN_000641,2025-03-10,17.54,Food,food_transaction_641,Low,1941.2,32,600.02,0.0423,10,3,0,0,0,1,1.0,724.31,1216.89,11,3
TXN_000642,2025-04-13,61.47,Others,others_transaction_642,High,9295.36,51,1824.79,0.1127,13,4,1,0,0,1,1.0,6031.51,3263.84,6,1
TXN_000643,2025-10-06,96.44,Entertainment,entertainment_transaction_643,Low,2045.08,22,3005.54,0.1415,6,10,0,0,0,0,1.0,948.9,1096.19,4,4
TXN_000644,2025-08-02,111.21,Entertainment,entertainment_transaction_644,Low,1746.58,45,785.69,0.2795,27,8,1,0,1,0,1.4,920.61,825.97,3,5
TXN_000645,2025-02-19,51.95,Transport,transport_transaction_645,Medium,4536.19,38,24339.39,0.1896,19,2,0,0,0,1,1.0,2456.01,2080.18,9,2
TXN_000646,2025-05-17,185.22,Shopping,shopping_transaction_646,Low,2019.55,59,854.98,0.0582,17,5,1,0,0,0,1.0,559.33,1460.22,3,4
TXN_000647,2025-03-15,283.5,Travel,travel_transaction_647,Low,1936.86,62,3081.82,0.2457,15,3,1,0,0,0,1.0,812.86,1124.0,2,9
TXN_000648,2025-06-22,47.06,Entertainment,entertainment_transaction_648,Low,1961.14,19,3666.44,0.1764,22,6,1,0,0,0,1.4,1356.59,604.55,4,4
TXN_000649,2025-08-18,26.08,Food,food_transaction_649,Low,2409.4,56,16724.14,0.2065,1,8,0,1,0,1,1.0,1457.24,952.16,8,5
TXN_000650,2025-05-11,39.68,Transport,transport_transaction_650,Low,2124.82,38,879.3,0.0344,11,5,1,0,0,1,1.0,1141.69,983.13,11,3
TXN_000651,2025-08-06,27.63,Others,others_transaction_651,Medium,5735.33,51,13996.32,0.0865,6,8,0,0,0,1,1.0,1712.61,4022.72,4,1
TXN_000652,2025-07-27,187.29,Shopping,shopping_transaction_652,High,9027.66,27,32259.62,0.0742,1,7,1,1,0,0,1.1,4407.96,4619.7,2,5
TXN_000653,2025-02-15,165.27,Shopping,shopping_transaction_653,Low,1897.01,61,924.85,0.1179,4,2,1,1,0,1,1.0,874.96,1022.05,3,7
TXN_000654,2025-12-31,79.49,Entertainment,entertainment_transaction_654,Medium,5030.07,29,1678.04,0.1295,31,12,0,0,1,1,1.5,2836.78,2193.29,5,4
TXN_000655,2025-06-28,71.35,Entertainment,entertainment_transaction_655,Low,2115.5,60,623.38,0.1559,28,6,1,0,1,1,1.4,875.53,1239.97,3,4
TXN_000656,2025-08-18,293.06,Utilities,utilities_transaction_656,High,10338.5,57,44384.39,0.1616,5,8,0,1,0,1,1.3,6895.72,3442.78,2,2
TXN_000657,2025-02-27,34.65,Others,others_transaction_657,Low,2105.06,40,9750.26,0.1102,27,2,0,0,1,0,1.0,1366.79,738.27,5,6
TXN_000658,2025-09-25,213.95,Education,education_transaction_658,Medium,3949.59,34,17669.33,0.1427,3,9,0,1,0,1,1.0,2696.16,1253.42,2,5
TXN_000659,2025-09-14,43.88,Transport,transport_transaction_659,Medium,5391.73,39,6084.32,0.0643,25,9,1,0,1,1,1.0,2387.86,3003.87,16,2
TXN_000660,2025-09-24,58.44,Entertainment,entertainment_transaction_660,Low,2146.62,53,7899.87,0.0856,5,9,0,1,0,0,1.0,657.4,1489.22,4,3
TXN_000661,2025-01-11,16.74,Food,food_transaction_661,High,11628.05,53,27718.17,0.0898,11,1,1,0,0,1,1.0,2387.64,9240.41,13,4
TXN_000662,2025-08-11,57.2,Others,others_transaction_662,Medium,6200.37,49,1244.19,0.1604,11,8,0,0,0,0,1.0,1600.58,4599.79,8,3
TXN_000663,2025-10-24,40.34,Others,others_transaction_663,Low,1920.76,61,10039.31,0.0864,24,10,0,0,0,0,1.0,1063.36,857.4,5,1
TXN_000664,2025-10-11,207.43,Shopping,shopping_transaction_664,High,11993.7,63,24063.35,0.2483,5,10,1,1,0,0,1.0,8727.17,3266.53,2,5
TXN_000665,2025-07-30,35.57,Food,food_transaction_665,Low,1906.37,54,16130.07,0.1234,30,7,0,0,1,1,1.0,1044.27,862.1,9,2
TXN_000666,2025-03-23,147.01,Healthcare,healthcare_transaction_666,Low,2121.03,60,154.38,0.1347,23,3,1,0,0,0,1.0,1349.91,771.12,1,4
TXN_000667,2025-12-07,109.11,Entertainment,entertainment_transaction_667,Medium,4717.36,54,3754.6,0.1343,4,12,1,1,0,0,1.5,987.73,3729.63,3,7
TXN_000668,2025-05-11,27.4,Food,food_transaction_668,Low,1930.84,19,7562.95,0.1098,11,5,1,0,0,1,1.0,1201.02,729.82,8,2
TXN_000669,2025-04-02,110.17,Shopping,shopping_transaction_669,Low,2309.61,30,4096.63,0.2593,2,4,0,1,0,0,1.0,471.58,1838.04,3,6
TXN_000670,2025-02-15,339.51,Shopping,shopping_transaction_670,High,8355.63,40,18003.22,0.164,15,2,1,0,0,1,1.0,3918.91,4436.72,5,7
TXN_000671,2025-08-27,150.34,Utilities,utilities_transaction_671,Low,1980.48,31,2459.32,0.2625,27,8,0,0,1,1,1.3,1364.42,616.05,1,2
TXN_000672,2025-04-02,500.2,Travel,travel_transaction_672,Medium,4823.28,48,3339.75,0.1278,25,4,0,0,1,0,1.0,3446.47,1376.81,1,7
TXN_000673,2025-11-24,18.74,Others,others_transaction_673,Low,2111.12,25,1708.36,0.121,24,11,0,0,0,1,1.1,945.17,1165.95,6,2
TXN_000674,2025-12-14,27.54,Transport,transport_transaction_674,Medium,4524.95,54,6138.74,0.3253,14,12,1,0,0,1,0.8,1344.33,3180.62,18,3
TXN_000675,2025-09-05,27.99,Transport,transport_transaction_675,Medium,4857.97,50,7824.06,0.1079,5,9,0,1,0,1,1.0,914.62,3943.35,17,3
TXN_000676,2025-10-22,300.61,Education,education_transaction_676,Medium,5237.33,39,15004.19,0.1166,22,10,0,0,0,1,1.0,3204.83,2032.5,1,6
TXN_000677,2025-11-02,169.19,Entertainment,entertainment_transaction_677,Medium,5277.57,37,6734.2,0.0565,2,11,1,1,0,0,1.5,1922.81,3354.76,2,5
TXN_000678,2025-09-04,16.91,Food,food_transaction_678,Low,1618.26,40,8640.49,0.1445,4,9,0,1,0,1,1.0,689.88,928.39,9,3
TXN_000679,2025-02-13,42.57,Entertainment,entertainment_transaction_679,High,10903.06,34,44931.92,0.2643,13,2,0,0,0,0,1.0,7883.62,3019.43,4,6
TXN_000680,2025-03-29,61.82,Entertainment,entertainment_transaction_680,Medium,4990.66,45,18033.33,0.127,27,3,1,0,1,0,1.0,2267.2,2723.45,2,6
TXN_000681,2025-05-18,397.76,Utilities,utilities_transaction_681,Medium,5492.97,60,8551.45,0.2189,1,5,1,1,0,1,1.0,2555.4,2937.57,2,2
TXN_000682,2025-09-20,23.26,Transport,transport_transaction_682,Medium,4401.18,57,4308.89,0.0943,20,9,1,0,0,1,1.0,1409.83,2991.35,8,2
TXN_000683,2025-11-08,21.73,Food,food_transaction_683,Medium,5224.37,53,12635.85,0.1313,8,11,1,0,0,0,1.4,2792.91,2431.46,9,3
TXN_000684,2025-03-02,148.23,Utilities,utilities_transaction_684,Medium,4383.71,25,5538.56,0.1408,3,3,1,1,0,0,1.0,1818.77,2564.93,1,2
TXN_000685,2025-08-24,141.87,Utilities,utilities_transaction_685,Low,1665.73,45,4467.19,0.1593,4,8,1,1,0,1,1.3,748.33,917.4,2,2
TXN_000686,2025-08-08,38.67,Others,others_transaction_686,Medium,4331.61,49,679.88,0.1256,8,8,0,0,0,1,1.0,2266.38,2065.23,4,2
TXN_000687,2025-07-15,69.83,Transport,transport_transaction_687,Medium,4941.96,51,15048.55,0.3185,2,7,0,1,0,1,1.2,2068.98,2872.99,14,2
TXN_000688,2025-07-26,249.35,Shopping,shopping_transaction_688,High,11828.41,20,67979.69,0.1367,1,7,1,1,0,0,1.1,7447.58,4380.83,3,7
TXN_000689,2025-03-22,76.47,Others,others_transaction_689,Low,1949.68,38,8028.53,0.074,22,3,1,0,0,0,1.0,654.4,1295.28,6,5
TXN_000690,2025-03-08,107.53,Shopping,shopping_transaction_690,Medium,4743.51,43,20740.61,0.186,8,3,1,0,0,0,1.0,3444.71,1298.8,5,4
TXN_000691,2025-11-25,1265.56,Travel,travel_transaction_691,High,8518.23,63,13485.54,0.0669,25,11,0,0,1,0,1.6,3132.18,5386.06,1,7
TXN_000692,2025-02-02,262.86,Utilities,utilities_transaction_692,Low,2166.59,40,10201.01,0.0388,4,2,1,1,0,0,1.0,1382.71,783.88,2,2
TXN_000693,2025-11-21,40.37,Transport,transport_transaction_693,Medium,4902.52,41,559.51,0.2829,4,11,0,1,0,0,0.8,2015.33,2887.19,18,3
TXN_000694,2025-12-22,69.68,Entertainment,entertainment_transaction_694,Medium,5204.24,19,6004.98,0.1306,22,12,0,0,0,1,1.5,2864.29,2339.95,5,6
TXN_000695,2025-08-12,74.27,Transport,transport_transaction_695,Low,2037.02,25,1972.07,0.1287,12,8,0,0,0,1,1.2,1345.65,691.38,10,2
TXN_000696,2025-09-13,66.01,Entertainment,entertainment_transaction_696,High,8860.55,40,35642.92,0.364,13,9,1,0,0,0,1.0,4454.21,4406.34,5,7
TXN_000697,2025-09-22,30.41,Others,others_transaction_697,Medium,4394.62,51,26491.9,0.2386,4,9,0,1,0,0,1.0,3228.69,1165.92,4,2
TXN_000698,2025-09-15,31.04,Others,others_transaction_698,Medium,5171.48,32,10777.45,0.2791,15,9,0,0,0,0,1.0,3392.93,1778.55,7,6
TXN_000699,2025-02-15,97.82,Entertainment,entertainment_transaction_699,Medium,4583.43,24,23913.53,0.1331,15,2,1,0,0,1,1.0,1333.0,3250.43,3,3
TXN_000700,2025-03-21,43.17,Transport,transport_transaction_700,High,9809.01,39,33998.37,0.1435,21,3,0,0,0,1,1.0,3520.13,6288.88,18,3
TXN_000701,2025-06-13,57.58,Transport,transport_transaction_701,Low,1966.5,43,2940.45,0.2103,25,6,0,0,1,1,1.2,1223.19,743.3,14,2
TXN_000702,2025-11-12,51.77,Food,food_transaction_702,Medium,3933.58,57,859.92,0.0202,12,11,0,0,0,1,1.4,308.36,3625.21,9,5
TXN_000703,2025-08-28,1151.47,Travel,travel_transaction_703,Low,2140.01,51,4754.65,0.1851,5,8,0,1,0,0,1.5,1420.17,719.85,1,8
TXN_000704,2025-09-27,19.05,Food,food_transaction_704,Medium,5366.42,34,5610.11,0.0282,2,9,1,1,0,1,1.0,4226.02,1140.4,11,2
TXN_000705,2025-09-14,39.04,Others,others_transaction_705,Low,1917.5,22,3766.56,0.0375,14,9,1,0,0,1,1.0,1175.98,741.52,3,5
TXN_000706,2025-04-26,159.06,Shopping,shopping_transaction_706,Medium,5693.63,53,5255.65,0.1687,26,4,1,0,1,0,1.0,795.5,4898.12,2,4
TXN_000707,2025-12-09,21.24,Food,food_transaction_707,Medium,4319.1,43,4321.87,0.1654,25,12,0,0,1,1,1.4,3061.0,1258.1,14,5
TXN_000708,2025-11-22,342.97,Utilities,utilities_transaction_708,Medium,4925.06,63,15019.96,0.1889,1,11,1,1,0,1,1.0,1992.63,2932.43,2,1
TXN_000709,2025-03-16,64.78,Transport,transport_transaction_709,High,8804.89,29,583.25,0.3282,1,3,1,1,0,1,1.0,5874.02,2930.87,17,1
TXN_000710,2025-06-04,114.4,Shopping,shopping_transaction_710,Low,2224.92,28,1701.67,0.2659,27,6,0,0,1,1,1.1,1583.44,641.48,5,4
TXN_000711,2025-04-22,26.61,Food,food_transaction_711,Medium,4670.25,53,22707.69,0.0924,22,4,0,0,0,1,1.0,1502.14,3168.11,7,5
TXN_000712,2025-11-04,38.62,Others,others_transaction_712,Low,2049.65,20,2363.12,0.292,4,11,0,1,0,0,1.1,1375.62,674.03,8,4
TXN_000713,2025-10-30,57.2,Transport,transport_transaction_713,High,10182.56,55,21538.85,0.2295,30,10,0,0,1,0,1.0,5076.76,5105.8,9,1
TXN_000714,2025-07-01,58.59,Food,food_transaction_714,High,12057.39,48,19401.47,0.1087,27,7,0,0,1,0,1.0,5189.1,6868.29,14,2
TXN_000715,2025-02-18,637.37,Travel,travel_transaction_715,High,10127.17,55,15207.94,0.2965,27,2,0,0,1,0,1.0,6248.8,3878.37,1,8
TXN_000716,2025-04-24,25.5,Transport,transport_transaction_716,Medium,5073.6,39,1669.22,0.0819,28,4,0,0,1,1,1.0,2774.52,2299.08,13,3
TXN_000717,2025-08-23,12.04,Food,food_transaction_717,Medium,5736.19,46,28976.22,0.1945,23,8,1,0,0,0,1.0,3634.31,2101.88,13,4
TXN_000718,2025-03-02,19.19,Food,food_transaction_718,Medium,4613.68,44,2682.39,0.075,2,3,1,1,0,1,1.0,3646.75,966.93,14,4
TXN_000719,2025-08-16,131.21,Shopping,shopping_transaction_719,High,10267.66,47,33460.92,0.1056,25,8,1,0,1,0,1.1,4969.82,5297.84,2,5
TXN_000720,2025-03-11,64.46,Shopping,shopping_transaction_720,Medium,4992.6,27,16349.16,0.2807,11,3,0,0,0,0,1.0,3148.12,1844.49,2,8
TXN_000721,2025-08-08,50.08,Entertainment,entertainment_transaction_721,Low,1513.98,64,2607.39,0.2632,8,8,0,0,0,0,1.4,755.17,758.81,4,3
TXN_000722,2025-01-04,119.54,Entertainment,entertainment_transaction_722,Medium,5240.0,37,7627.26,0.0898,26,1,1,0,1,0,1.0,2612.02,2627.98,6,5
TXN_000723,2025-04-20,41.13,Transport,transport_transaction_723,Low,1780.65,30,9471.79,0.1421,27,4,1,0,1,1,1.0,1064.94,715.71,18,2
TXN_000724,2025-02-24,185.98,Utilities,utilities_transaction_724,Low,2012.35,18,12049.07,0.0316,2,2,0,1,0,1,1.0,850.72,1161.63,2,1
TXN_000725,2025-01-20,338.45,Healthcare,healthcare_transaction_725,High,11321.39,24,14777.35,0.2189,25,1,0,0,1,0,1.0,5214.91,6106.47,3,2
TXN_000726,2025-02-19,44.46,Transport,transport_transaction_726,High,10683.41,46,3378.01,0.3652,26,2,0,0,1,0,1.0,2683.9,7999.51,16,3
TXN_000727,2025-07-12,48.99,Others,others_transaction_727,Medium,5551.15,63,15157.66,0.0547,2,7,1,1,0,1,1.0,2861.76,2689.38,5,6
TXN_000728,2025-01-29,29.44,Others,others_transaction_728,Medium,5339.65,43,3159.56,0.1175,29,1,0,0,1,1,1.0,2467.92,2871.73,7,3
TXN_000729,2025-05-28,37.47,Transport,transport_transaction_729,Medium,4342.94,35,3666.84,0.0996,28,5,0,0,1,1,1.0,2514.21,1828.73,16,2
TXN_000730,2025-02-23,153.0,Healthcare,healthcare_transaction_730,Medium,5226.82,21,3714.82,0.0928,23,2,1,0,0,0,1.0,1849.34,3377.47,2,2
TXN_000731,2025-11-01,34.04,Entertainment,entertainment_transaction_731,Low,1998.55,19,2108.19,0.1677,1,10,1,1,0,0,1.0,962.54,1036.01,2,6
TXN_000732,2025-04-18,26.09,Food,food_transaction_732,Medium,5316.6,44,18859.4,0.0609,18,4,0,0,0,0,1.0,1915.03,3401.57,5,4
TXN_000733,2025-09-27,50.69,Transport,transport_transaction_733,High,10260.0,31,13664.98,0.1104,27,9,1,0,1,1,1.0,7393.14,2866.85,9,2
TXN_000734,2025-09-10,126.47,Shopping,shopping_transaction_734,Medium,4837.79,48,17510.66,0.1013,28,9,0,0,1,1,1.0,1599.19,3238.59,2,8
TXN_000735,2025-09-23,20.03,Food,food_transaction_735,Low,1700.96,35,1576.8,0.0727,23,9,0,0,0,1,1.0,1050.08,650.88,10,3
TXN_000736,2025-06-15,30.48,Transport,transport_transaction_736,Low,2053.43,20,6826.94,0.0197,5,6,1,1,0,0,1.2,567.84,1485.59,12,1
TXN_000737,2025-09-15,368.84,Education,education_transaction_737,Low,2276.63,25,2865.95,0.1351,28,9,0,0,1,0,1.0,925.29,1351.34,3,4
TXN_000738,2025-03-26,61.7,Others,others_transaction_738,High,10795.23,49,21534.47,0.127,26,3,0,0,1,0,1.0,4773.95,6021.28,8,5
TXN_000739,2025-10-30,21.37,Food,food_transaction_739,Medium,4547.81,18,7158.02,0.11,30,10,0,0,1,1,1.0,2917.51,1630.3,10,4
TXN_000740,2025-02-23,30.56,Transport,transport_transaction_740,Medium,4223.05,56,980.44,0.0755,23,2,1,0,0,1,1.0,2838.91,1384.14,13,1
TXN_000741,2025-01-01,282.39,Healthcare,healthcare_transaction_741,Medium,4779.15,25,1237.55,0.1244,1,1,0,1,0,1,1.0,2428.41,2350.73,2,4
TXN_000742,2025-07-06,33.14,Others,others_transaction_742,Medium,4626.68,35,18951.38,0.1603,6,7,1,0,0,0,1.0,3506.79,1119.89,8,4
TXN_000743,2025-10-18,74.41,Shopping,shopping_transaction_743,Medium,4929.91,53,10506.93,0.1169,18,10,1,0,0,0,1.0,2525.13,2404.78,4,7
TXN_000744,2025-08-20,93.85,Shopping,shopping_transaction_744,Medium,3682.08,56,1184.59,0.1729,20,8,0,0,0,0,1.1,1710.29,1971.79,3,4
TXN_000745,2025-01-11,53.19,Food,food_transaction_745,Low,1708.54,22,237.65,0.0999,11,1,1,0,0,0,1.0,219.32,1489.22,6,2
TXN_000746,2025-11-10,65.68,Others,others_transaction_746,Low,2062.31,64,3532.88,0.3817,10,11,0,0,0,0,1.1,741.07,1321.24,6,5
TXN_000747,2025-09-21,59.58,Transport,transport_transaction_747,High,11816.95,61,3804.53,0.3269,26,9,1,0,1,1,1.0,7702.18,4114.77,17,3
TXN_000748,2025-02-10,51.27,Transport,transport_transaction_748,Medium,4552.27,55,35890.8,0.1448,10,2,0,0,0,1,1.0,1865.08,2687.19,10,2
TXN_000749,2025-01-02,21.89,Food,food_transaction_749,High,9174.62,43,18693.37,0.1826,2,1,0,1,0,0,1.0,5115.09,4059.52,15,3
TXN_000750,2025-08-02,52.32,Entertainment,entertainment_transaction_750,Medium,5516.72,49,28357.6,0.0431,27,7,1,0,1,0,1.4,3084.95,2431.76,2,5
TXN_000751,2025-08-18,199.09,Healthcare,healthcare_transaction_751,Medium,5390.78,52,17798.58,0.0493,18,8,0,0,0,0,1.0,2310.23,3080.55,2,4
TXN_000752,2025-11-12,596.47,Travel,travel_transaction_752,Medium,5567.75,37,1.95,0.1157,12,11,0,0,0,0,1.6,2731.98,2835.77,2,9
TXN_000753,2025-01-26,56.4,Transport,transport_transaction_753,High,9809.47,60,127.7,0.149,26,1,1,0,1,1,1.0,4887.84,4921.63,9,1
TXN_000754,2025-11-22,70.9,Entertainment,entertainment_transaction_754,Medium,5892.6,49,112.57,0.1094,22,11,1,0,0,0,1.5,792.61,5099.99,2,6
TXN_000755,2025-12-06,105.93,Entertainment,entertainment_transaction_755,Low,2296.04,43,13328.77,0.1549,6,12,1,0,0,0,1.5,1014.04,1282.0,5,7
TXN_000756,2025-06-29,133.74,Shopping,shopping_transaction_756,Medium,4377.21,47,31930.72,0.2125,27,6,1,0,1,1,1.1,2197.41,2179.79,5,8
TXN_000757,2025-09-24,36.51,Transport,transport_transaction_757,Medium,5742.8,23,7946.99,0.0838,24,9,0,0,0,1,1.0,3474.07,2268.72,12,3
TXN_000758,2025-06-22,1521.95,Travel,travel_transaction_758,Medium,4531.02,56,2665.39,0.2182,22,6,1,0,0,0,1.5,2210.18,2320.84,2,5
TXN_000759,2025-09-28,21.46,Food,food_transaction_759,Medium,4696.97,54,17088.35,0.2237,28,9,1,0,1,1,1.0,1522.78,3174.18,11,5
TXN_000760,2025-03-23,27.29,Food,food_transaction_760,High,10795.44,61,33686.68,0.1512,26,3,1,0,1,0,1.0,4521.32,6274.12,9,5
TXN_000761,2025-04-05,22.28,Food,food_transaction_761,Low,1540.56,48,3856.36,0.0241,5,4,1,1,0,0,1.0,209.94,1330.63,5,3
TXN_000762,2025-10-04,53.05,Entertainment,entertainment_transaction_762,Low,1793.6,41,5549.56,0.0968,4,10,1,1,0,0,1.0,1259.08,534.52,5,7
TXN_000763,2025-10-18,217.8,Healthcare,healthcare_transaction_763,Medium,5598.38,39,6179.6,0.1241,18,10,1,0,0,0,1.0,3321.39,2276.99,2,4
TXN_000764,2025-05-17,127.36,Entertainment,entertainment_transaction_764,Medium,5033.05,55,1700.48,0.1475,4,5,1,1,0,0,1.0,2485.23,2547.82,2,5
TXN_000765,2025-06-25,44.36,Transport,transport_transaction_765,High,9491.73,23,18639.66,0.159,25,6,0,0,1,1,1.2,5982.48,3509.26,20,1
TXN_000766,2025-01-25,35.9,Transport,transport_transaction_766,Medium,4704.5,27,6969.21,0.303,25,1,1,0,1,1,1.0,670.22,4034.28,17,3
TXN_000767,2025-01-31,119.32,Others,others_transaction_767,Medium,4847.76,34,19277.32,0.1994,3,1,0,1,0,1,1.0,3190.63,1657.13,7,3
TXN_000768,2025-04-02,173.97,Healthcare,healthcare_transaction_768,High,9054.53,33,40228.68,0.112,2,4,0,1,0,0,1.0,2552.4,6502.13,3,4
TXN_000769,2025-09-07,274.54,Education,education_transaction_769,Medium,5649.55,32,4842.23,0.2718,7,9,1,0,0,0,1.0,3702.45,1947.1,3,6
TXN_000770,2025-10-04,36.1,Food,food_transaction_770,Medium,4816.7,29,14677.02,0.2316,4,10,1,1,0,1,1.0,3199.22,1617.48,8,5
TXN_000771,2025-11-17,69.18,Food,food_transaction_771,Medium,5117.11,28,6956.87,0.1655,17,11,0,0,0,1,1.4,2874.7,2242.41,9,3
TXN_000772,2025-01-25,22.41,Food,food_transaction_772,High,8517.52,34,42395.37,0.0125,25,1,1,0,1,1,1.0,4270.6,4246.93,11,2
TXN_000773,2025-08-28,270.49,Shopping,shopping_transaction_773,Low,2019.8,40,1123.52,0.0933,27,8,0,0,1,0,1.1,1050.12,969.68,2,5
TXN_000774,2025-06-27,173.86,Shopping,shopping_transaction_774,Medium,5965.85,64,1664.69,0.2326,27,6,0,0,1,0,1.1,3660.91,2304.94,3,8
TXN_000775,2025-06-12,100.78,Shopping,shopping_transaction_775,Medium,5279.95,27,3576.07,0.0983,28,6,0,0,1,0,1.1,1183.72,4096.23,5,7
TXN_000776,2025-09-16,85.58,Transport,transport_transaction_776,High,12177.35,36,9829.06,0.0149,16,9,0,0,0,1,1.0,6670.81,5506.53,12,2
TXN_000777,2025-05-12,32.51,Food,food_transaction_777,High,9758.69,45,21771.86,0.0399,12,5,0,0,0,1,1.0,3823.94,5934.75,5,3
TXN_000778,2025-08-29,53.88,Others,others_transaction_778,High,10590.32,48,7094.57,0.1328,29,8,0,0,1,0,1.0,2416.69,8173.63,8,5
TXN_000779,2025-05-31,177.85,Healthcare,healthcare_transaction_779,High,10485.92,32,5407.96,0.1045,31,5,1,0,1,0,1.0,3416.99,7068.92,2,4
TXN_000780,2025-02-16,35.31,Transport,transport_transaction_780,Medium,4904.0,55,18416.46,0.1509,16,2,1,0,0,1,1.0,2957.74,1946.26,20,3
TXN_000781,2025-04-06,41.35,Food,food_transaction_781,High,10511.67,59,46326.18,0.2082,6,4,1,0,0,1,1.0,6247.51,4264.16,10,4
TXN_000782,2025-08-09,123.91,Shopping,shopping_transaction_782,Medium,4948.87,61,1431.52,0.1186,9,8,1,0,0,0,1.1,2222.52,2726.34,3,7
TXN_000783,2025-10-18,66.13,Others,others_transaction_783,Medium,5413.47,19,12521.09,0.0317,18,10,1,0,0,0,1.0,3555.64,1857.84,4,4
TXN_000784,2025-03-18,132.43,Healthcare,healthcare_transaction_784,Low,1911.47,33,1334.27,0.1943,18,3,0,0,0,0,1.0,1469.63,441.84,2,4
